episode,episode_length,episode_reward,learning_rate
89,25,-1.0,0.0003
90,15,1.0,0.0003
91,19,-1.0,0.0003
92,15,1.0,0.0003
93,22,-1.0,0.0003
94,13,1.0,0.0003
95,24,1.0,0.0003
96,13,1.0,0.0003
97,24,-1.0,0.0003
98,18,1.0,0.0003
99,22,-1.0,0.0003
100,24,1.0,0.0003
101,21,1.0,0.0003
102,18,-1.0,0.0003
103,24,1.0,0.0003
104,21,-1.0,0.0003
105,25,-1.0,0.0003
106,11,1.0,0.0003
107,20,-1.0,0.0003
108,12,1.0,0.0003
109,23,1.0,0.0003
110,20,1.0,0.0003
111,24,1.0,0.0003
112,18,1.0,0.0003
113,25,-1.0,0.0003
114,16,1.0,0.0003
115,22,-1.0,0.0003
116,15,1.0,0.0003
117,25,-1.0,0.0003
118,19,-1.0,0.0003
119,25,-1.0,0.0003
120,18,-1.0,0.0003
121,20,1.0,0.0003
122,18,1.0,0.0003
123,25,-1.0,0.0003
124,14,1.0,0.0003
125,21,-1.0,0.0003
126,20,1.0,0.0003
127,25,-1.0,0.0003
128,13,1.0,0.0003
129,24,-1.0,0.0003
130,19,-1.0,0.0003
131,18,1.0,0.0003
132,22,1.0,0.0003
133,17,1.0,0.0003
134,10,1.0,0.0003
135,15,1.0,0.0003
136,20,-1.0,0.0003
137,23,-1.0,0.0003
138,19,-1.0,0.0003
139,22,1.0,0.0003
140,17,-1.0,0.0003
141,24,1.0,0.0003
142,19,1.0,0.0003
143,22,-1.0,0.0003
144,18,1.0,0.0003
145,25,-1.0,0.0003
146,14,1.0,0.0003
147,22,1.0,0.0003
148,18,1.0,0.0003
149,18,1.0,0.0003
150,21,1.0,0.0003
151,18,-1.0,0.0003
152,24,-1.0,0.0003
153,21,1.0,0.0003
154,22,1.0,0.0003
155,23,-1.0,0.0003
156,19,-1.0,0.0003
157,23,-1.0,0.0003
158,19,-1.0,0.0003
159,20,-1.0,0.0003
160,18,1.0,0.0003
161,19,-1.0,0.0003
162,22,-1.0,0.0003
163,22,-1.0,0.0003
164,24,1.0,0.0003
165,25,-1.0,0.0003
166,22,1.0,0.0003
167,23,1.0,0.0003
168,24,1.0,0.0003
169,23,-1.0,0.0003
170,23,1.0,0.0003
171,24,1.0,0.0003
172,17,1.0,0.0003
173,20,1.0,0.0003
174,21,1.0,0.0003
175,23,1.0,0.0003
176,21,1.0,0.0003
177,21,-1.0,0.0003
178,16,1.0,0.0003
179,23,1.0,0.0003
180,15,1.0,0.0003
181,24,1.0,0.0003
182,22,1.0,0.0003
183,21,-1.0,0.0003
184,17,1.0,0.0003
185,20,1.0,0.0003
186,16,1.0,0.0003
187,24,1.0,0.0003
188,23,1.0,0.0003
189,23,-1.0,0.0003
190,18,1.0,0.0003
191,21,1.0,0.0003
192,23,-1.0,0.0003
193,18,-1.0,0.0003
194,18,1.0,0.0003
195,24,-1.0,0.0003
196,21,1.0,0.0003
197,22,1.0,0.0003
198,17,1.0,0.0003
199,25,-1.0,0.0003
200,12,1.0,0.0003
201,23,-1.0,0.0003
202,21,1.0,0.0003
203,24,-1.0,0.0003
204,17,1.0,0.0003
205,22,-1.0,0.0003
206,15,1.0,0.0003
207,24,-1.0,0.0003
208,14,1.0,0.0003
209,22,1.0,0.0003
210,22,1.0,0.0003
211,25,-1.0,0.0003
212,14,1.0,0.0003
213,24,-1.0,0.0003
214,19,1.0,0.0003
215,23,-1.0,0.0003
216,12,1.0,0.0003
217,21,1.0,0.0003
218,21,1.0,0.0003
219,25,-1.0,0.0003
220,14,1.0,0.0003
221,23,1.0,0.0003
222,15,-1.0,0.0003
223,20,-1.0,0.0003
224,18,1.0,0.0003
225,25,-1.0,0.0003
226,24,-1.0,0.0003
227,25,-1.0,0.0003
228,25,1.0,0.0003
229,23,1.0,0.0003
230,13,1.0,0.0003
231,24,1.0,0.0003
232,21,-1.0,0.0003
233,19,-1.0,0.0003
234,19,-1.0,0.0003
235,23,1.0,0.0003
236,13,1.0,0.0003
237,21,1.0,0.0003
238,23,-1.0,0.0003
239,24,-1.0,0.0003
240,23,1.0,0.0003
241,22,1.0,0.0003
242,17,1.0,0.0003
243,20,1.0,0.0003
244,24,-1.0,0.0003
245,22,-1.0,0.0003
246,11,1.0,0.0003
247,18,1.0,0.0003
248,25,1.0,0.0003
249,22,1.0,0.0003
250,18,1.0,0.0003
251,24,1.0,0.0003
252,17,1.0,0.0003
253,25,-1.0,0.0003
254,14,1.0,0.0003
255,23,-1.0,0.0003
256,19,1.0,0.0003
257,25,-1.0,0.0003
258,24,1.0,0.0003
259,25,-1.0,0.0003
260,21,1.0,0.0003
261,23,1.0,0.0003
262,13,1.0,0.0003
263,20,1.0,0.0003
264,17,-1.0,0.0003
265,21,-1.0,0.0003
266,15,1.0,0.0003
267,23,1.0,0.0003
268,14,1.0,0.0003
269,24,1.0,0.0003
270,22,1.0,0.0003
271,23,1.0,0.0003
272,15,1.0,0.0003
273,20,1.0,0.0003
274,20,1.0,0.0003
275,21,1.0,0.0003
276,20,1.0,0.0003
277,24,1.0,0.0003
278,19,-1.0,0.0003
279,21,1.0,0.0003
280,20,1.0,0.0003
281,25,-1.0,0.0003
282,9,1.0,0.0003
283,23,1.0,0.0003
284,24,1.0,0.0003
285,25,-1.0,0.0003
286,21,-1.0,0.0003
287,24,1.0,0.0003
288,11,1.0,0.0003
289,24,1.0,0.0003
290,19,1.0,0.0003
291,22,-1.0,0.0003
292,17,1.0,0.0003
293,18,1.0,0.0003
294,16,1.0,0.0003
295,18,-1.0,0.0003
296,14,1.0,0.0003
297,25,-1.0,0.0003
298,13,1.0,0.0003
299,15,-1.0,0.0003
300,23,-1.0,0.0003
301,20,-1.0,0.0003
302,23,1.0,0.0003
303,23,-1.0,0.0003
304,13,1.0,0.0003
305,24,1.0,0.0003
306,17,-1.0,0.0003
307,21,-1.0,0.0003
308,25,1.0,0.0003
309,25,-1.0,0.0003
310,16,1.0,0.0003
311,24,1.0,0.0003
312,15,1.0,0.0003
313,23,1.0,0.0003
314,15,1.0,0.0003
315,19,-1.0,0.0003
316,22,1.0,0.0003
317,23,-1.0,0.0003
318,23,-1.0,0.0003
319,24,1.0,0.0003
320,16,-1.0,0.0003
321,19,-1.0,0.0003
322,10,1.0,0.0003
323,17,1.0,0.0003
324,24,1.0,0.0003
325,20,-1.0,0.0003
326,15,1.0,0.0003
327,19,1.0,0.0003
328,21,1.0,0.0003
329,21,-1.0,0.0003
330,23,-1.0,0.0003
331,21,-1.0,0.0003
332,22,-1.0,0.0003
333,23,1.0,0.0003
334,13,1.0,0.0003
335,23,-1.0,0.0003
336,24,-1.0,0.0003
337,21,1.0,0.0003
338,21,-1.0,0.0003
339,23,1.0,0.0003
340,18,-1.0,0.0003
341,24,1.0,0.0003
342,25,1.0,0.0003
343,21,1.0,0.0003
344,17,1.0,0.0003
345,21,-1.0,0.0003
346,22,1.0,0.0003
347,21,-1.0,0.0003
348,8,1.0,0.0003
349,18,-1.0,0.0003
350,14,1.0,0.0003
351,25,-1.0,0.0003
352,19,-1.0,0.0003
353,19,1.0,0.0003
354,23,-1.0,0.0003
355,21,1.0,0.0003
356,22,-1.0,0.0003
357,24,1.0,0.0003
358,15,1.0,0.0003
359,24,-1.0,0.0003
360,22,1.0,0.0003
361,20,-1.0,0.0003
362,10,1.0,0.0003
363,18,-1.0,0.0003
364,14,1.0,0.0003
365,22,1.0,0.0003
366,21,1.0,0.0003
367,25,-1.0,0.0003
368,16,1.0,0.0003
369,22,1.0,0.0003
370,16,1.0,0.0003
371,22,-1.0,0.0003
372,12,1.0,0.0003
373,22,1.0,0.0003
374,23,1.0,0.0003
375,20,1.0,0.0003
376,18,1.0,0.0003
377,23,-1.0,0.0003
378,9,1.0,0.0003
379,19,-1.0,0.0003
380,24,-1.0,0.0003
381,23,-1.0,0.0003
382,18,1.0,0.0003
383,21,-1.0,0.0003
384,22,1.0,0.0003
385,24,-1.0,0.0003
386,21,1.0,0.0003
387,22,-1.0,0.0003
388,14,-1.0,0.0003
389,24,1.0,0.0003
390,21,1.0,0.0003
391,22,1.0,0.0003
392,12,1.0,0.0003
393,21,-1.0,0.0003
394,19,1.0,0.0003
395,17,1.0,0.0003
396,24,1.0,0.0003
397,25,-1.0,0.0003
398,16,1.0,0.0003
399,23,1.0,0.0003
400,22,1.0,0.0003
401,22,-1.0,0.0003
402,17,1.0,0.0003
403,23,-1.0,0.0003
404,15,1.0,0.0003
405,23,1.0,0.0003
406,22,-1.0,0.0003
407,23,-1.0,0.0003
408,18,1.0,0.0003
409,22,1.0,0.0003
410,24,1.0,0.0003
411,24,-1.0,0.0003
412,23,1.0,0.0003
413,19,1.0,0.0003
414,20,-1.0,0.0003
415,25,-1.0,0.0003
416,25,1.0,0.0003
417,25,-1.0,0.0003
418,19,1.0,0.0003
419,22,1.0,0.0003
420,17,1.0,0.0003
421,24,-1.0,0.0003
422,12,1.0,0.0003
423,17,1.0,0.0003
424,11,1.0,0.0003
425,24,-1.0,0.0003
426,20,-1.0,0.0003
427,16,1.0,0.0003
428,21,1.0,0.0003
429,21,-1.0,0.0003
430,22,-1.0,0.0003
431,22,1.0,0.0003
432,21,-1.0,0.0003
433,22,1.0,0.0003
434,19,1.0,0.0003
435,17,-1.0,0.0003
436,16,1.0,0.0003
437,23,1.0,0.0003
438,25,1.0,0.0003
439,22,-1.0,0.0003
440,14,1.0,0.0003
441,22,1.0,0.0003
442,13,1.0,0.0003
443,20,1.0,0.0003
444,12,1.0,0.0003
445,25,-1.0,0.0003
446,22,-1.0,0.0003
447,24,-1.0,0.0003
448,11,1.0,0.0003
449,20,1.0,0.0003
450,18,-1.0,0.0003
451,25,-1.0,0.0003
452,13,1.0,0.0003
453,23,-1.0,0.0003
454,11,1.0,0.0003
455,22,-1.0,0.0003
456,25,1.0,0.0003
457,25,-1.0,0.0003
458,18,1.0,0.0003
459,21,1.0,0.0003
460,15,1.0,0.0003
461,18,1.0,0.0003
462,20,1.0,0.0003
463,23,1.0,0.0003
464,14,1.0,0.0003
465,18,1.0,0.0003
466,19,-1.0,0.0003
467,15,1.0,0.0003
468,19,1.0,0.0003
469,21,1.0,0.0003
470,22,-1.0,0.0003
471,25,-1.0,0.0003
472,21,1.0,0.0003
473,18,-1.0,0.0003
474,14,1.0,0.0003
475,21,1.0,0.0003
476,25,1.0,0.0003
477,17,1.0,0.0003
478,20,1.0,0.0003
479,22,-1.0,0.0003
480,20,1.0,0.0003
481,19,1.0,0.0003
482,24,1.0,0.0003
483,23,1.0,0.0003
484,15,1.0,0.0003
485,24,-1.0,0.0003
486,9,1.0,0.0003
487,25,-1.0,0.0003
488,23,1.0,0.0003
489,22,-1.0,0.0003
490,16,1.0,0.0003
491,24,-1.0,0.0003
492,17,1.0,0.0003
493,24,-1.0,0.0003
494,24,1.0,0.0003
495,21,1.0,0.0003
496,21,1.0,0.0003
497,22,1.0,0.0003
498,20,-1.0,0.0003
499,24,1.0,0.0003
500,13,1.0,0.0003
501,24,-1.0,0.0003
502,20,1.0,0.0003
503,25,-1.0,0.0003
504,12,1.0,0.0003
505,21,1.0,0.0003
506,17,1.0,0.0003
507,23,1.0,0.0003
508,12,1.0,0.0003
509,23,-1.0,0.0003
510,22,-1.0,0.0003
511,20,-1.0,0.0003
512,24,1.0,0.0003
513,21,1.0,0.0003
514,19,1.0,0.0003
515,25,-1.0,0.0003
516,18,1.0,0.0003
517,24,-1.0,0.0003
518,11,1.0,0.0003
519,23,-1.0,0.0003
520,22,-1.0,0.0003
521,18,1.0,0.0003
522,19,1.0,0.0003
523,20,-1.0,0.0003
524,22,1.0,0.0003
525,20,1.0,0.0003
526,22,-1.0,0.0003
527,17,1.0,0.0003
528,17,1.0,0.0003
529,19,-1.0,0.0003
530,23,1.0,0.0003
531,20,-1.0,0.0003
532,18,1.0,0.0003
533,23,-1.0,0.0003
534,18,1.0,0.0003
535,23,-1.0,0.0003
536,18,1.0,0.0003
537,17,1.0,0.0003
538,15,1.0,0.0003
539,25,-1.0,0.0003
540,22,-1.0,0.0003
541,24,-1.0,0.0003
542,9,1.0,0.0003
543,24,1.0,0.0003
544,15,1.0,0.0003
545,20,-1.0,0.0003
546,17,1.0,0.0003
547,24,-1.0,0.0003
548,15,1.0,0.0003
549,25,-1.0,0.0003
550,20,1.0,0.0003
551,17,1.0,0.0003
552,17,-1.0,0.0003
553,18,-1.0,0.0003
554,17,1.0,0.0003
555,24,-1.0,0.0003
556,19,1.0,0.0003
557,23,1.0,0.0003
558,16,-1.0,0.0003
559,13,-1.0,0.0003
560,16,1.0,0.0003
561,22,-1.0,0.0003
562,25,1.0,0.0003
563,19,-1.0,0.0003
564,15,1.0,0.0003
565,24,-1.0,0.0003
566,12,1.0,0.0003
567,25,-1.0,0.0003
568,21,1.0,0.0003
569,25,-1.0,0.0003
570,11,1.0,0.0003
571,23,-1.0,0.0003
572,13,1.0,0.0003
573,24,-1.0,0.0003
574,18,1.0,0.0003
575,22,-1.0,0.0003
576,14,1.0,0.0003
577,24,-1.0,0.0003
578,14,1.0,0.0003
579,24,-1.0,0.0003
580,21,1.0,0.0003
581,23,-1.0,0.0003
582,16,1.0,0.0003
583,21,-1.0,0.0003
584,17,1.0,0.0003
585,24,-1.0,0.0003
586,22,-1.0,0.0003
587,22,-1.0,0.0003
588,22,1.0,0.0003
589,23,-1.0,0.0003
590,13,1.0,0.0003
591,21,1.0,0.0003
592,23,-1.0,0.0003
593,22,1.0,0.0003
594,20,1.0,0.0003
595,19,1.0,0.0003
596,13,1.0,0.0003
597,21,1.0,0.0003
598,12,1.0,0.0003
599,24,-1.0,0.0003
600,15,1.0,0.0003
601,23,1.0,0.0003
602,19,-1.0,0.0003
603,22,-1.0,0.0003
604,18,1.0,0.0003
605,17,1.0,0.0003
606,24,1.0,0.0003
607,23,-1.0,0.0003
608,11,1.0,0.0003
609,24,-1.0,0.0003
610,23,1.0,0.0003
611,21,-1.0,0.0003
612,14,1.0,0.0003
613,22,-1.0,0.0003
614,19,1.0,0.0003
615,24,-1.0,0.0003
616,20,1.0,0.0003
617,24,-1.0,0.0003
618,12,1.0,0.0003
619,24,1.0,0.0003
620,21,1.0,0.0003
621,19,-1.0,0.0003
622,8,1.0,0.0003
623,25,-1.0,0.0003
624,14,1.0,0.0003
625,22,-1.0,0.0003
626,13,1.0,0.0003
627,22,1.0,0.0003
628,10,1.0,0.0003
629,24,-1.0,0.0003
630,21,1.0,0.0003
631,24,-1.0,0.0003
632,20,1.0,0.0003
633,23,-1.0,0.0003
634,21,1.0,0.0003
635,25,-1.0,0.0003
636,13,1.0,0.0003
637,19,1.0,0.0003
638,20,1.0,0.0003
639,24,-1.0,0.0003
640,21,-1.0,0.0003
641,22,-1.0,0.0003
642,15,1.0,0.0003
643,24,1.0,0.0003
644,17,1.0,0.0003
645,25,-1.0,0.0003
646,20,-1.0,0.0003
647,17,1.0,0.0003
648,12,1.0,0.0003
649,20,1.0,0.0003
650,16,-1.0,0.0003
651,20,1.0,0.0003
652,24,-1.0,0.0003
653,24,1.0,0.0003
654,9,1.0,0.0003
655,24,-1.0,0.0003
656,18,1.0,0.0003
657,22,-1.0,0.0003
658,22,1.0,0.0003
659,24,1.0,0.0003
660,20,-1.0,0.0003
661,16,1.0,0.0003
662,12,1.0,0.0003
663,21,1.0,0.0003
664,13,1.0,0.0003
665,14,1.0,0.0003
666,23,-1.0,0.0003
667,24,-1.0,0.0003
668,17,1.0,0.0003
669,24,1.0,0.0003
670,18,1.0,0.0003
671,19,1.0,0.0003
672,19,1.0,0.0003
673,24,1.0,0.0003
674,20,1.0,0.0003
675,24,-1.0,0.0003
676,18,-1.0,0.0003
677,24,1.0,0.0003
678,13,1.0,0.0003
679,19,-1.0,0.0003
680,17,1.0,0.0003
681,23,1.0,0.0003
682,19,1.0,0.0003
683,22,1.0,0.0003
684,17,1.0,0.0003
685,24,-1.0,0.0003
686,15,1.0,0.0003
687,23,1.0,0.0003
688,16,1.0,0.0003
689,25,-1.0,0.0003
690,9,1.0,0.0003
691,24,-1.0,0.0003
692,15,1.0,0.0003
693,23,-1.0,0.0003
694,17,1.0,0.0003
695,22,1.0,0.0003
696,11,1.0,0.0003
697,22,-1.0,0.0003
698,23,1.0,0.0003
699,24,1.0,0.0003
700,22,1.0,0.0003
701,24,1.0,0.0003
702,17,-1.0,0.0003
703,24,1.0,0.0003
704,22,1.0,0.0003
705,24,1.0,0.0003
706,19,-1.0,0.0003
707,24,1.0,0.0003
708,21,-1.0,0.0003
709,24,1.0,0.0003
710,15,1.0,0.0003
711,19,-1.0,0.0003
712,18,1.0,0.0003
713,16,-1.0,0.0003
714,23,1.0,0.0003
715,25,-1.0,0.0003
716,10,1.0,0.0003
717,19,1.0,0.0003
718,14,1.0,0.0003
719,23,-1.0,0.0003
720,24,1.0,0.0003
721,23,1.0,0.0003
722,24,-1.0,0.0003
723,23,1.0,0.0003
724,19,1.0,0.0003
725,22,-1.0,0.0003
726,24,-1.0,0.0003
727,16,1.0,0.0003
728,22,-1.0,0.0003
729,24,-1.0,0.0003
730,12,1.0,0.0003
731,23,-1.0,0.0003
732,24,1.0,0.0003
733,24,1.0,0.0003
734,10,1.0,0.0003
735,23,1.0,0.0003
736,17,1.0,0.0003
737,24,1.0,0.0003
738,19,-1.0,0.0003
739,24,-1.0,0.0003
740,20,1.0,0.0003
741,24,1.0,0.0003
742,23,-1.0,0.0003
743,17,1.0,0.0003
744,18,-1.0,0.0003
745,21,1.0,0.0003
746,17,1.0,0.0003
747,21,1.0,0.0003
748,21,1.0,0.0003
749,22,1.0,0.0003
750,13,1.0,0.0003
751,24,1.0,0.0003
752,23,-1.0,0.0003
753,22,1.0,0.0003
754,22,1.0,0.0003
755,25,-1.0,0.0003
756,18,1.0,0.0003
757,25,-1.0,0.0003
758,14,1.0,0.0003
759,24,1.0,0.0003
760,17,-1.0,0.0003
761,22,-1.0,0.0003
762,14,1.0,0.0003
763,20,1.0,0.0003
764,13,1.0,0.0003
765,23,-1.0,0.0003
766,20,-1.0,0.0003
767,19,-1.0,0.0003
768,10,1.0,0.0003
769,24,1.0,0.0003
770,13,1.0,0.0003
771,19,1.0,0.0003
772,24,1.0,0.0003
773,25,-1.0,0.0003
774,19,1.0,0.0003
775,23,-1.0,0.0003
776,15,1.0,0.0003
777,22,-1.0,0.0003
778,15,1.0,0.0003
779,19,1.0,0.0003
780,15,1.0,0.0003
781,22,-1.0,0.0003
782,21,1.0,0.0003
783,19,1.0,0.0003
784,20,1.0,0.0003
785,20,1.0,0.0003
786,13,1.0,0.0003
787,22,-1.0,0.0003
788,13,1.0,0.0003
789,20,-1.0,0.0003
790,18,1.0,0.0003
791,25,-1.0,0.0003
792,9,1.0,0.0003
793,18,-1.0,0.0003
794,15,1.0,0.0003
795,24,-1.0,0.0003
796,13,1.0,0.0003
797,25,-1.0,0.0003
798,15,1.0,0.0003
799,25,-1.0,0.0003
800,21,1.0,0.0003
801,22,-1.0,0.0003
802,12,1.0,0.0003
803,24,-1.0,0.0003
804,17,1.0,0.0003
805,20,-1.0,0.0003
806,22,1.0,0.0003
807,24,1.0,0.0003
808,22,1.0,0.0003
809,18,-1.0,0.0003
810,15,1.0,0.0003
811,24,-1.0,0.0003
812,18,1.0,0.0003
813,20,-1.0,0.0003
814,24,1.0,0.0003
815,24,1.0,0.0003
816,15,1.0,0.0003
817,23,-1.0,0.0003
818,14,1.0,0.0003
819,25,-1.0,0.0003
820,20,-1.0,0.0003
821,24,1.0,0.0003
822,18,1.0,0.0003
823,24,-1.0,0.0003
824,21,1.0,0.0003
825,21,-1.0,0.0003
826,15,1.0,0.0003
827,22,-1.0,0.0003
828,17,-1.0,0.0003
829,20,1.0,0.0003
830,21,1.0,0.0003
831,22,-1.0,0.0003
832,18,1.0,0.0003
833,20,-1.0,0.0003
834,11,1.0,0.0003
835,21,1.0,0.0003
836,13,1.0,0.0003
837,25,-1.0,0.0003
838,13,1.0,0.0003
839,25,-1.0,0.0003
840,16,1.0,0.0003
841,25,-1.0,0.0003
842,19,1.0,0.0003
843,25,-1.0,0.0003
844,21,1.0,0.0003
845,23,1.0,0.0003
846,19,1.0,0.0003
847,20,-1.0,0.0003
848,25,1.0,0.0003
849,24,1.0,0.0003
850,18,-1.0,0.0003
851,19,-1.0,0.0003
852,11,1.0,0.0003
853,19,1.0,0.0003
854,16,1.0,0.0003
855,23,1.0,0.0003
856,12,1.0,0.0003
857,24,-1.0,0.0003
858,22,1.0,0.0003
859,18,1.0,0.0003
860,19,-1.0,0.0003
861,20,-1.0,0.0003
862,12,1.0,0.0003
863,25,-1.0,0.0003
864,23,1.0,0.0003
865,24,1.0,0.0003
866,12,1.0,0.0003
867,18,-1.0,0.0003
868,14,1.0,0.0003
869,22,-1.0,0.0003
870,9,1.0,0.0003
871,17,1.0,0.0003
872,18,1.0,0.0003
873,21,1.0,0.0003
874,12,-1.0,0.0003
875,15,1.0,0.0003
876,20,1.0,0.0003
877,25,-1.0,0.0003
878,14,1.0,0.0003
879,23,1.0,0.0003
880,14,1.0,0.0003
881,24,1.0,0.0003
882,24,1.0,0.0003
883,24,-1.0,0.0003
884,18,1.0,0.0003
885,19,-1.0,0.0003
886,23,1.0,0.0003
887,21,1.0,0.0003
888,12,1.0,0.0003
889,20,1.0,0.0003
890,16,1.0,0.0003
891,24,-1.0,0.0003
892,16,1.0,0.0003
893,24,-1.0,0.0003
894,22,-1.0,0.0003
895,20,1.0,0.0003
896,23,1.0,0.0003
897,20,1.0,0.0003
898,22,1.0,0.0003
899,25,-1.0,0.0003
900,13,1.0,0.0003
901,21,1.0,0.0003
902,12,1.0,0.0003
903,23,1.0,0.0003
904,14,1.0,0.0003
905,23,1.0,0.0003
906,17,1.0,0.0003
907,22,1.0,0.0003
908,12,1.0,0.0003
909,25,-1.0,0.0003
910,20,-1.0,0.0003
911,18,1.0,0.0003
912,16,1.0,0.0003
913,23,-1.0,0.0003
914,18,-1.0,0.0003
915,22,-1.0,0.0003
916,14,1.0,0.0003
917,22,-1.0,0.0003
918,14,-1.0,0.0003
919,19,1.0,0.0003
920,22,-1.0,0.0003
921,19,-1.0,0.0003
922,19,1.0,0.0003
923,25,-1.0,0.0003
924,12,1.0,0.0003
925,22,1.0,0.0003
926,15,1.0,0.0003
927,20,1.0,0.0003
928,13,1.0,0.0003
929,22,1.0,0.0003
930,19,1.0,0.0003
931,22,1.0,0.0003
932,18,1.0,0.0003
933,23,-1.0,0.0003
934,23,-1.0,0.0003
935,25,-1.0,0.0003
936,25,1.0,0.0003
937,21,-1.0,0.0003
938,11,-1.0,0.0003
939,21,-1.0,0.0003
940,16,1.0,0.0003
941,19,-1.0,0.0003
942,22,1.0,0.0003
943,25,-1.0,0.0003
944,14,-1.0,0.0003
945,17,1.0,0.0003
946,16,1.0,0.0003
947,19,1.0,0.0003
948,12,1.0,0.0003
949,24,1.0,0.0003
950,8,1.0,0.0003
951,23,-1.0,0.0003
952,15,1.0,0.0003
953,19,1.0,0.0003
954,11,1.0,0.0003
955,21,1.0,0.0003
956,14,1.0,0.0003
957,18,-1.0,0.0003
958,13,1.0,0.0003
959,23,1.0,0.0003
960,18,-1.0,0.0003
961,22,-1.0,0.0003
962,21,1.0,0.0003
963,23,1.0,0.0003
964,10,1.0,0.0003
965,21,1.0,0.0003
966,13,1.0,0.0003
967,23,1.0,0.0003
968,19,-1.0,0.0003
969,22,-1.0,0.0003
970,17,1.0,0.0003
971,22,1.0,0.0003
972,20,1.0,0.0003
973,24,-1.0,0.0003
974,17,1.0,0.0003
975,25,-1.0,0.0003
976,9,1.0,0.0003
977,24,-1.0,0.0003
978,22,1.0,0.0003
979,23,-1.0,0.0003
980,19,1.0,0.0003
981,21,1.0,0.0003
982,19,1.0,0.0003
983,20,1.0,0.0003
984,17,1.0,0.0003
985,16,1.0,0.0003
986,24,-1.0,0.0003
987,22,1.0,0.0003
988,22,1.0,0.0003
989,22,1.0,0.0003
990,23,1.0,0.0003
991,22,1.0,0.0003
992,14,1.0,0.0003
993,24,-1.0,0.0003
994,22,1.0,0.0003
995,20,1.0,0.0003
996,13,1.0,0.0003
997,20,-1.0,0.0003
998,18,1.0,0.0003
999,22,-1.0,0.0003
1000,21,-1.0,0.0003
1001,21,-1.0,0.0003
1002,17,1.0,0.0003
1003,23,-1.0,0.0003
1004,14,1.0,0.0003
1005,21,1.0,0.0003
1006,16,-1.0,0.0003
1007,21,-1.0,0.0003
1008,23,-1.0,0.0003
1009,24,-1.0,0.0003
1010,16,1.0,0.0003
1011,19,-1.0,0.0003
1012,21,1.0,0.0003
1013,22,1.0,0.0003
1014,23,1.0,0.0003
1015,21,-1.0,0.0003
1016,13,1.0,0.0003
1017,21,1.0,0.0003
1018,13,1.0,0.0003
1019,23,1.0,0.0003
1020,12,1.0,0.0003
1021,22,-1.0,0.0003
1022,15,1.0,0.0003
1023,23,1.0,0.0003
1024,16,1.0,0.0003
1025,21,1.0,0.0003
1026,20,1.0,0.0003
0,17,1.0,0.0003
1,15,1.0,0.0003
2,21,-1.0,0.0003
3,18,1.0,0.0003
4,23,-1.0,0.0003
5,13,1.0,0.0003
6,22,-1.0,0.0003
7,22,1.0,0.0003
8,21,1.0,0.0003
9,23,1.0,0.0003
10,19,-1.0,0.0003
11,15,1.0,0.0003
12,22,1.0,0.0003
13,24,1.0,0.0003
