episode,episode_length,episode_reward,learning_rate
100,8,1.0,0.0003
101,24,1.0,0.0003
102,20,1.0,0.0003
103,24,1.0,0.0003
104,8,1.0,0.0003
105,22,1.0,0.0003
106,9,1.0,0.0003
107,24,1.0,0.0003
108,10,1.0,0.0003
109,21,1.0,0.0003
110,7,1.0,0.0003
111,21,1.0,0.0003
112,7,1.0,0.0003
113,15,1.0,0.0003
114,8,1.0,0.0003
115,24,1.0,0.0003
116,8,1.0,0.0003
117,23,1.0,0.0003
118,8,1.0,0.0003
119,23,1.0,0.0003
120,8,1.0,0.0003
121,21,1.0,0.0003
122,8,1.0,0.0003
123,19,1.0,0.0003
124,7,1.0,0.0003
125,20,1.0,0.0003
126,10,1.0,0.0003
127,23,1.0,0.0003
128,9,1.0,0.0003
129,22,1.0,0.0003
130,8,1.0,0.0003
131,24,1.0,0.0003
132,12,1.0,0.0003
133,25,-1.0,0.0003
134,8,1.0,0.0003
135,25,-1.0,0.0003
136,8,1.0,0.0003
137,24,1.0,0.0003
138,8,1.0,0.0003
139,25,-1.0,0.0003
140,10,1.0,0.0003
141,20,1.0,0.0003
142,9,1.0,0.0003
143,25,-1.0,0.0003
144,8,1.0,0.0003
145,24,1.0,0.0003
146,7,1.0,0.0003
147,25,-1.0,0.0003
148,12,-1.0,0.0003
149,18,1.0,0.0003
150,16,1.0,0.0003
151,23,1.0,0.0003
152,7,1.0,0.0003
153,20,1.0,0.0003
154,11,1.0,0.0003
155,25,-1.0,0.0003
156,9,1.0,0.0003
157,22,1.0,0.0003
158,7,1.0,0.0003
159,23,1.0,0.0003
160,7,1.0,0.0003
161,19,1.0,0.0003
162,9,1.0,0.0003
163,20,1.0,0.0003
164,7,1.0,0.0003
165,20,1.0,0.0003
166,7,1.0,0.0003
167,25,-1.0,0.0003
168,7,1.0,0.0003
169,24,1.0,0.0003
170,7,1.0,0.0003
171,18,1.0,0.0003
172,7,1.0,0.0003
173,23,1.0,0.0003
174,7,1.0,0.0003
175,24,-1.0,0.0003
176,8,1.0,0.0003
177,21,1.0,0.0003
178,7,1.0,0.0003
179,23,1.0,0.0003
180,7,1.0,0.0003
181,22,1.0,0.0003
182,8,1.0,0.0003
183,20,1.0,0.0003
184,9,1.0,0.0003
185,24,1.0,0.0003
186,8,1.0,0.0003
187,22,-1.0,0.0003
188,7,1.0,0.0003
189,24,1.0,0.0003
190,11,1.0,0.0003
191,20,-1.0,0.0003
192,24,1.0,0.0003
193,20,1.0,0.0003
194,8,1.0,0.0003
195,24,1.0,0.0003
196,22,1.0,0.0003
197,18,1.0,0.0003
198,15,-1.0,0.0003
199,25,-1.0,0.0003
200,7,1.0,0.0003
201,21,1.0,0.0003
202,7,1.0,0.0003
203,21,1.0,0.0003
204,21,1.0,0.0003
205,25,-1.0,0.0003
206,7,1.0,0.0003
207,22,1.0,0.0003
208,8,1.0,0.0003
209,24,-1.0,0.0003
210,7,1.0,0.0003
211,21,1.0,0.0003
212,8,1.0,0.0003
213,24,1.0,0.0003
214,10,1.0,0.0003
215,22,1.0,0.0003
216,8,1.0,0.0003
217,24,1.0,0.0003
218,7,1.0,0.0003
219,24,-1.0,0.0003
220,7,1.0,0.0003
221,23,1.0,0.0003
222,10,1.0,0.0003
223,24,-1.0,0.0003
224,7,1.0,0.0003
225,22,1.0,0.0003
226,9,1.0,0.0003
227,23,-1.0,0.0003
228,7,1.0,0.0003
229,23,1.0,0.0003
230,10,1.0,0.0003
231,25,-1.0,0.0003
232,9,1.0,0.0003
233,20,1.0,0.0003
234,13,1.0,0.0003
235,21,1.0,0.0003
236,7,1.0,0.0003
237,18,1.0,0.0003
238,14,1.0,0.0003
239,24,1.0,0.0003
240,10,1.0,0.0003
241,22,1.0,0.0003
242,8,1.0,0.0003
243,23,1.0,0.0003
244,9,1.0,0.0003
245,22,1.0,0.0003
246,10,1.0,0.0003
247,19,1.0,0.0003
248,9,1.0,0.0003
249,24,1.0,0.0003
250,11,1.0,0.0003
251,24,-1.0,0.0003
252,7,1.0,0.0003
253,24,1.0,0.0003
254,8,1.0,0.0003
255,24,1.0,0.0003
256,11,1.0,0.0003
257,20,1.0,0.0003
258,11,1.0,0.0003
259,23,-1.0,0.0003
260,8,1.0,0.0003
261,24,1.0,0.0003
262,8,1.0,0.0003
263,22,1.0,0.0003
264,7,1.0,0.0003
265,21,1.0,0.0003
266,8,1.0,0.0003
267,24,1.0,0.0003
268,8,1.0,0.0003
269,22,1.0,0.0003
270,9,1.0,0.0003
271,24,1.0,0.0003
272,20,1.0,0.0003
273,24,1.0,0.0003
274,8,1.0,0.0003
275,25,-1.0,0.0003
276,8,1.0,0.0003
277,25,-1.0,0.0003
278,8,1.0,0.0003
279,25,-1.0,0.0003
280,21,-1.0,0.0003
281,23,1.0,0.0003
282,7,1.0,0.0003
283,24,1.0,0.0003
284,16,1.0,0.0003
285,19,1.0,0.0003
286,7,1.0,0.0003
287,23,1.0,0.0003
288,7,1.0,0.0003
289,19,1.0,0.0003
290,7,1.0,0.0003
291,24,1.0,0.0003
292,7,1.0,0.0003
293,20,1.0,0.0003
294,9,1.0,0.0003
295,23,1.0,0.0003
296,7,1.0,0.0003
297,21,1.0,0.0003
298,8,1.0,0.0003
299,22,1.0,0.0003
300,24,-1.0,0.0003
301,24,1.0,0.0003
302,7,1.0,0.0003
303,24,1.0,0.0003
304,7,1.0,0.0003
305,16,1.0,0.0003
306,7,1.0,0.0003
307,24,1.0,0.0003
308,8,1.0,0.0003
309,24,1.0,0.0003
310,10,1.0,0.0003
311,23,1.0,0.0003
312,17,1.0,0.0003
313,21,1.0,0.0003
314,9,1.0,0.0003
315,24,1.0,0.0003
316,24,1.0,0.0003
317,24,-1.0,0.0003
318,12,1.0,0.0003
319,20,1.0,0.0003
320,10,1.0,0.0003
321,20,1.0,0.0003
322,11,1.0,0.0003
323,22,1.0,0.0003
324,23,1.0,0.0003
325,24,1.0,0.0003
326,8,1.0,0.0003
327,24,1.0,0.0003
328,8,1.0,0.0003
329,25,-1.0,0.0003
330,7,1.0,0.0003
331,20,1.0,0.0003
332,8,1.0,0.0003
333,24,1.0,0.0003
334,8,1.0,0.0003
335,23,1.0,0.0003
336,8,1.0,0.0003
337,18,1.0,0.0003
338,8,1.0,0.0003
339,22,-1.0,0.0003
340,7,1.0,0.0003
341,24,1.0,0.0003
342,9,1.0,0.0003
343,22,1.0,0.0003
344,7,1.0,0.0003
345,20,1.0,0.0003
346,13,1.0,0.0003
347,23,1.0,0.0003
348,7,1.0,0.0003
349,25,-1.0,0.0003
350,13,1.0,0.0003
351,24,1.0,0.0003
352,8,1.0,0.0003
353,18,1.0,0.0003
354,7,1.0,0.0003
355,25,-1.0,0.0003
356,9,1.0,0.0003
357,23,1.0,0.0003
358,9,1.0,0.0003
359,23,1.0,0.0003
360,11,1.0,0.0003
361,25,-1.0,0.0003
362,9,1.0,0.0003
363,22,1.0,0.0003
364,7,1.0,0.0003
365,21,1.0,0.0003
366,13,1.0,0.0003
367,25,-1.0,0.0003
368,8,1.0,0.0003
369,24,1.0,0.0003
370,7,1.0,0.0003
371,23,1.0,0.0003
372,7,1.0,0.0003
373,20,1.0,0.0003
374,7,1.0,0.0003
375,21,1.0,0.0003
376,12,1.0,0.0003
377,23,1.0,0.0003
378,11,1.0,0.0003
379,25,-1.0,0.0003
380,8,1.0,0.0003
381,24,1.0,0.0003
382,7,1.0,0.0003
383,21,-1.0,0.0003
384,10,1.0,0.0003
385,23,-1.0,0.0003
386,7,1.0,0.0003
387,25,-1.0,0.0003
388,8,1.0,0.0003
389,24,1.0,0.0003
390,9,1.0,0.0003
391,21,1.0,0.0003
392,7,1.0,0.0003
393,22,1.0,0.0003
394,8,1.0,0.0003
395,18,1.0,0.0003
396,7,1.0,0.0003
397,23,1.0,0.0003
398,7,1.0,0.0003
399,25,-1.0,0.0003
400,7,1.0,0.0003
401,25,-1.0,0.0003
402,9,1.0,0.0003
403,22,1.0,0.0003
404,10,1.0,0.0003
405,20,1.0,0.0003
406,10,1.0,0.0003
407,24,1.0,0.0003
408,9,1.0,0.0003
409,17,1.0,0.0003
410,8,1.0,0.0003
411,24,1.0,0.0003
412,8,1.0,0.0003
413,21,1.0,0.0003
414,8,1.0,0.0003
415,21,1.0,0.0003
416,9,1.0,0.0003
417,23,1.0,0.0003
418,15,1.0,0.0003
419,24,1.0,0.0003
420,11,1.0,0.0003
421,24,-1.0,0.0003
422,7,1.0,0.0003
423,25,-1.0,0.0003
424,9,1.0,0.0003
425,21,1.0,0.0003
426,24,1.0,0.0003
427,24,1.0,0.0003
428,8,1.0,0.0003
429,23,1.0,0.0003
430,8,1.0,0.0003
431,23,1.0,0.0003
432,8,1.0,0.0003
433,24,1.0,0.0003
434,9,1.0,0.0003
435,22,1.0,0.0003
436,7,1.0,0.0003
437,18,1.0,0.0003
438,10,1.0,0.0003
439,22,1.0,0.0003
440,8,1.0,0.0003
441,20,1.0,0.0003
442,8,1.0,0.0003
443,24,1.0,0.0003
444,8,1.0,0.0003
445,22,1.0,0.0003
446,9,1.0,0.0003
447,23,1.0,0.0003
448,9,1.0,0.0003
449,24,1.0,0.0003
450,11,1.0,0.0003
451,24,1.0,0.0003
452,7,1.0,0.0003
453,22,1.0,0.0003
454,7,1.0,0.0003
455,24,1.0,0.0003
456,8,1.0,0.0003
457,18,1.0,0.0003
458,8,1.0,0.0003
459,17,1.0,0.0003
460,24,1.0,0.0003
461,20,1.0,0.0003
462,8,1.0,0.0003
463,22,1.0,0.0003
464,9,1.0,0.0003
465,22,-1.0,0.0003
466,8,1.0,0.0003
467,24,1.0,0.0003
468,9,1.0,0.0003
469,22,1.0,0.0003
470,9,1.0,0.0003
471,25,-1.0,0.0003
472,7,1.0,0.0003
473,21,1.0,0.0003
474,18,1.0,0.0003
475,24,1.0,0.0003
476,8,1.0,0.0003
477,18,1.0,0.0003
478,10,1.0,0.0003
479,25,-1.0,0.0003
480,12,1.0,0.0003
481,20,1.0,0.0003
482,7,1.0,0.0003
483,24,1.0,0.0003
484,8,1.0,0.0003
485,20,1.0,0.0003
486,7,1.0,0.0003
487,23,1.0,0.0003
488,12,1.0,0.0003
489,22,1.0,0.0003
490,8,1.0,0.0003
491,22,1.0,0.0003
492,9,1.0,0.0003
493,22,-1.0,0.0003
494,7,1.0,0.0003
495,22,-1.0,0.0003
496,7,1.0,0.0003
497,25,-1.0,0.0003
498,7,1.0,0.0003
499,24,-1.0,0.0003
500,10,1.0,0.0003
501,23,1.0,0.0003
502,9,1.0,0.0003
503,23,-1.0,0.0003
504,7,1.0,0.0003
505,21,1.0,0.0003
506,9,1.0,0.0003
507,24,1.0,0.0003
508,15,1.0,0.0003
509,23,1.0,0.0003
510,7,1.0,0.0003
511,18,1.0,0.0003
512,12,1.0,0.0003
513,18,1.0,0.0003
514,7,1.0,0.0003
515,23,1.0,0.0003
516,10,1.0,0.0003
517,24,1.0,0.0003
518,9,1.0,0.0003
519,23,1.0,0.0003
520,7,1.0,0.0003
521,18,1.0,0.0003
522,8,1.0,0.0003
523,23,1.0,0.0003
524,7,1.0,0.0003
525,18,1.0,0.0003
526,7,1.0,0.0003
527,22,1.0,0.0003
528,8,1.0,0.0003
529,18,1.0,0.0003
530,9,1.0,0.0003
531,21,1.0,0.0003
532,7,1.0,0.0003
533,21,1.0,0.0003
534,7,1.0,0.0003
535,19,1.0,0.0003
536,8,1.0,0.0003
537,22,1.0,0.0003
538,7,1.0,0.0003
539,25,-1.0,0.0003
540,15,1.0,0.0003
541,24,1.0,0.0003
542,8,1.0,0.0003
543,22,1.0,0.0003
544,22,1.0,0.0003
545,25,-1.0,0.0003
546,8,1.0,0.0003
547,22,1.0,0.0003
548,10,1.0,0.0003
549,23,1.0,0.0003
550,7,1.0,0.0003
551,19,1.0,0.0003
552,7,1.0,0.0003
553,24,1.0,0.0003
554,7,1.0,0.0003
555,25,-1.0,0.0003
556,8,1.0,0.0003
557,23,1.0,0.0003
558,8,1.0,0.0003
559,21,1.0,0.0003
560,7,1.0,0.0003
561,17,1.0,0.0003
562,7,1.0,0.0003
563,25,-1.0,0.0003
564,7,1.0,0.0003
565,24,1.0,0.0003
566,8,1.0,0.0003
567,23,1.0,0.0003
568,9,1.0,0.0003
569,23,1.0,0.0003
570,9,1.0,0.0003
571,20,1.0,0.0003
572,7,1.0,0.0003
573,23,-1.0,0.0003
574,7,1.0,0.0003
575,18,1.0,0.0003
576,9,1.0,0.0003
577,24,1.0,0.0003
578,8,1.0,0.0003
579,22,1.0,0.0003
580,7,1.0,0.0003
581,24,1.0,0.0003
582,9,1.0,0.0003
583,25,-1.0,0.0003
584,7,1.0,0.0003
585,22,1.0,0.0003
586,8,1.0,0.0003
587,24,1.0,0.0003
588,8,1.0,0.0003
589,22,1.0,0.0003
590,17,1.0,0.0003
591,24,-1.0,0.0003
592,8,1.0,0.0003
593,24,-1.0,0.0003
594,7,1.0,0.0003
595,21,1.0,0.0003
596,9,1.0,0.0003
597,21,-1.0,0.0003
598,8,1.0,0.0003
599,20,1.0,0.0003
600,7,1.0,0.0003
601,25,-1.0,0.0003
602,8,1.0,0.0003
603,21,1.0,0.0003
604,7,1.0,0.0003
605,24,1.0,0.0003
606,7,1.0,0.0003
607,20,1.0,0.0003
608,20,1.0,0.0003
609,23,1.0,0.0003
610,7,1.0,0.0003
611,25,-1.0,0.0003
612,10,1.0,0.0003
613,24,1.0,0.0003
614,8,1.0,0.0003
615,25,-1.0,0.0003
616,7,1.0,0.0003
617,23,1.0,0.0003
618,10,1.0,0.0003
619,25,-1.0,0.0003
620,25,1.0,0.0003
621,22,-1.0,0.0003
622,8,1.0,0.0003
623,21,1.0,0.0003
624,7,1.0,0.0003
625,23,1.0,0.0003
626,7,1.0,0.0003
627,23,1.0,0.0003
628,8,1.0,0.0003
629,24,1.0,0.0003
630,18,1.0,0.0003
631,21,1.0,0.0003
632,7,1.0,0.0003
633,24,1.0,0.0003
634,7,1.0,0.0003
635,22,1.0,0.0003
636,7,1.0,0.0003
637,20,1.0,0.0003
638,7,1.0,0.0003
639,24,1.0,0.0003
640,8,1.0,0.0003
641,22,1.0,0.0003
642,7,1.0,0.0003
643,24,1.0,0.0003
644,9,1.0,0.0003
645,23,1.0,0.0003
646,8,1.0,0.0003
647,24,-1.0,0.0003
648,7,1.0,0.0003
649,23,1.0,0.0003
650,11,1.0,0.0003
651,25,-1.0,0.0003
652,8,1.0,0.0003
653,19,1.0,0.0003
654,8,1.0,0.0003
655,24,1.0,0.0003
656,7,1.0,0.0003
657,19,1.0,0.0003
658,8,1.0,0.0003
659,16,1.0,0.0003
660,9,1.0,0.0003
661,23,1.0,0.0003
662,9,1.0,0.0003
663,18,1.0,0.0003
664,9,1.0,0.0003
665,24,1.0,0.0003
666,21,1.0,0.0003
667,21,1.0,0.0003
668,7,1.0,0.0003
669,25,-1.0,0.0003
670,8,1.0,0.0003
671,23,1.0,0.0003
672,8,1.0,0.0003
673,22,1.0,0.0003
674,8,1.0,0.0003
675,21,1.0,0.0003
676,8,1.0,0.0003
677,22,1.0,0.0003
678,7,1.0,0.0003
679,24,-1.0,0.0003
680,13,-1.0,0.0003
681,22,1.0,0.0003
682,8,1.0,0.0003
683,20,-1.0,0.0003
684,7,1.0,0.0003
685,20,1.0,0.0003
686,8,1.0,0.0003
687,24,1.0,0.0003
688,7,1.0,0.0003
689,23,-1.0,0.0003
690,7,1.0,0.0003
691,20,1.0,0.0003
692,8,1.0,0.0003
693,22,1.0,0.0003
694,14,1.0,0.0003
695,23,1.0,0.0003
696,7,1.0,0.0003
697,22,1.0,0.0003
698,8,1.0,0.0003
699,23,1.0,0.0003
700,12,1.0,0.0003
701,24,1.0,0.0003
702,13,1.0,0.0003
703,25,-1.0,0.0003
704,8,1.0,0.0003
705,19,1.0,0.0003
706,8,1.0,0.0003
707,22,1.0,0.0003
708,9,1.0,0.0003
709,21,1.0,0.0003
710,7,1.0,0.0003
711,24,1.0,0.0003
712,9,1.0,0.0003
713,22,1.0,0.0003
714,7,1.0,0.0003
715,22,1.0,0.0003
716,10,1.0,0.0003
717,22,1.0,0.0003
718,8,1.0,0.0003
719,21,1.0,0.0003
720,9,1.0,0.0003
721,22,1.0,0.0003
722,9,1.0,0.0003
723,25,-1.0,0.0003
724,7,1.0,0.0003
725,25,-1.0,0.0003
726,11,1.0,0.0003
727,24,1.0,0.0003
728,7,1.0,0.0003
729,17,1.0,0.0003
730,7,1.0,0.0003
731,20,1.0,0.0003
732,7,1.0,0.0003
733,24,1.0,0.0003
734,10,1.0,0.0003
735,17,1.0,0.0003
736,8,1.0,0.0003
737,25,-1.0,0.0003
738,8,1.0,0.0003
739,23,1.0,0.0003
740,14,1.0,0.0003
741,18,1.0,0.0003
742,7,1.0,0.0003
743,25,-1.0,0.0003
744,7,1.0,0.0003
745,25,-1.0,0.0003
746,21,-1.0,0.0003
747,24,-1.0,0.0003
748,7,1.0,0.0003
749,21,1.0,0.0003
750,7,1.0,0.0003
751,25,-1.0,0.0003
752,7,1.0,0.0003
753,25,-1.0,0.0003
754,7,1.0,0.0003
755,24,-1.0,0.0003
756,9,1.0,0.0003
757,22,1.0,0.0003
758,7,1.0,0.0003
759,25,-1.0,0.0003
760,7,1.0,0.0003
761,22,-1.0,0.0003
762,8,1.0,0.0003
763,20,1.0,0.0003
764,8,1.0,0.0003
765,23,1.0,0.0003
766,9,1.0,0.0003
767,25,-1.0,0.0003
768,9,1.0,0.0003
769,22,1.0,0.0003
770,7,1.0,0.0003
771,22,1.0,0.0003
772,8,1.0,0.0003
773,24,1.0,0.0003
774,8,1.0,0.0003
775,25,-1.0,0.0003
776,8,1.0,0.0003
777,22,1.0,0.0003
778,8,1.0,0.0003
779,20,1.0,0.0003
780,7,1.0,0.0003
781,17,1.0,0.0003
782,8,1.0,0.0003
783,24,-1.0,0.0003
784,7,1.0,0.0003
785,22,1.0,0.0003
786,8,1.0,0.0003
787,21,1.0,0.0003
788,7,1.0,0.0003
789,23,1.0,0.0003
790,8,1.0,0.0003
791,22,1.0,0.0003
792,22,-1.0,0.0003
793,21,1.0,0.0003
794,7,1.0,0.0003
795,23,1.0,0.0003
796,9,1.0,0.0003
797,22,1.0,0.0003
798,7,1.0,0.0003
799,22,1.0,0.0003
800,15,1.0,0.0003
801,15,1.0,0.0003
802,9,1.0,0.0003
803,20,1.0,0.0003
804,8,1.0,0.0003
805,18,1.0,0.0003
806,7,1.0,0.0003
807,24,1.0,0.0003
808,8,1.0,0.0003
809,24,1.0,0.0003
810,8,1.0,0.0003
811,24,-1.0,0.0003
812,8,1.0,0.0003
813,24,-1.0,0.0003
814,11,1.0,0.0003
815,21,1.0,0.0003
816,7,1.0,0.0003
817,22,1.0,0.0003
818,7,1.0,0.0003
819,24,-1.0,0.0003
820,25,1.0,0.0003
821,25,-1.0,0.0003
822,16,1.0,0.0003
823,24,1.0,0.0003
824,7,1.0,0.0003
825,22,1.0,0.0003
826,9,1.0,0.0003
827,16,1.0,0.0003
828,7,1.0,0.0003
829,25,-1.0,0.0003
830,8,1.0,0.0003
831,24,-1.0,0.0003
832,11,-1.0,0.0003
833,19,1.0,0.0003
834,8,1.0,0.0003
835,23,1.0,0.0003
836,8,1.0,0.0003
837,21,1.0,0.0003
838,10,1.0,0.0003
839,22,1.0,0.0003
840,9,1.0,0.0003
841,25,-1.0,0.0003
842,7,1.0,0.0003
843,22,1.0,0.0003
844,7,1.0,0.0003
845,19,1.0,0.0003
846,8,1.0,0.0003
847,22,1.0,0.0003
848,7,1.0,0.0003
849,19,1.0,0.0003
850,24,1.0,0.0003
851,24,1.0,0.0003
852,7,1.0,0.0003
853,17,1.0,0.0003
854,7,1.0,0.0003
855,20,1.0,0.0003
856,7,1.0,0.0003
857,22,1.0,0.0003
858,11,1.0,0.0003
859,20,1.0,0.0003
860,7,1.0,0.0003
861,20,1.0,0.0003
862,7,1.0,0.0003
863,25,-1.0,0.0003
864,10,1.0,0.0003
865,24,1.0,0.0003
866,7,1.0,0.0003
867,25,-1.0,0.0003
868,7,1.0,0.0003
869,23,1.0,0.0003
870,7,1.0,0.0003
871,21,1.0,0.0003
872,8,1.0,0.0003
873,20,1.0,0.0003
874,7,1.0,0.0003
875,19,1.0,0.0003
876,21,-1.0,0.0003
877,15,1.0,0.0003
878,10,1.0,0.0003
879,24,1.0,0.0003
880,7,1.0,0.0003
881,22,1.0,0.0003
882,8,1.0,0.0003
883,24,1.0,0.0003
884,14,1.0,0.0003
885,19,1.0,0.0003
886,19,1.0,0.0003
887,24,1.0,0.0003
888,10,1.0,0.0003
889,20,1.0,0.0003
890,7,1.0,0.0003
891,25,-1.0,0.0003
892,9,1.0,0.0003
893,23,1.0,0.0003
894,7,1.0,0.0003
895,25,-1.0,0.0003
896,8,1.0,0.0003
897,16,1.0,0.0003
898,10,1.0,0.0003
899,23,1.0,0.0003
900,12,1.0,0.0003
901,21,1.0,0.0003
902,7,1.0,0.0003
903,18,1.0,0.0003
904,8,1.0,0.0003
905,21,1.0,0.0003
906,15,1.0,0.0003
907,24,1.0,0.0003
908,7,1.0,0.0003
909,16,1.0,0.0003
910,20,1.0,0.0003
911,23,1.0,0.0003
912,7,1.0,0.0003
913,21,1.0,0.0003
914,7,1.0,0.0003
915,23,-1.0,0.0003
916,8,1.0,0.0003
917,24,-1.0,0.0003
918,17,1.0,0.0003
919,24,-1.0,0.0003
920,8,1.0,0.0003
921,21,1.0,0.0003
922,7,1.0,0.0003
923,24,1.0,0.0003
924,7,1.0,0.0003
925,19,1.0,0.0003
926,7,1.0,0.0003
927,23,1.0,0.0003
928,8,1.0,0.0003
929,23,1.0,0.0003
930,11,1.0,0.0003
931,23,1.0,0.0003
932,7,1.0,0.0003
933,17,1.0,0.0003
934,8,1.0,0.0003
935,24,-1.0,0.0003
936,8,1.0,0.0003
937,24,1.0,0.0003
938,7,1.0,0.0003
939,24,-1.0,0.0003
940,9,1.0,0.0003
941,21,-1.0,0.0003
942,7,1.0,0.0003
943,25,-1.0,0.0003
944,7,1.0,0.0003
945,24,1.0,0.0003
946,12,1.0,0.0003
947,23,1.0,0.0003
948,23,-1.0,0.0003
949,23,1.0,0.0003
950,8,1.0,0.0003
951,24,1.0,0.0003
952,8,1.0,0.0003
953,14,1.0,0.0003
954,7,1.0,0.0003
955,24,1.0,0.0003
956,8,1.0,0.0003
957,23,1.0,0.0003
958,8,1.0,0.0003
959,21,1.0,0.0003
960,8,1.0,0.0003
961,20,1.0,0.0003
962,8,1.0,0.0003
963,21,1.0,0.0003
964,8,1.0,0.0003
965,22,-1.0,0.0003
966,7,1.0,0.0003
967,22,1.0,0.0003
968,7,1.0,0.0003
969,23,-1.0,0.0003
970,8,1.0,0.0003
971,22,1.0,0.0003
972,7,1.0,0.0003
973,20,1.0,0.0003
974,9,1.0,0.0003
975,24,-1.0,0.0003
976,8,1.0,0.0003
977,25,-1.0,0.0003
978,9,1.0,0.0003
979,19,1.0,0.0003
980,7,1.0,0.0003
981,22,1.0,0.0003
982,7,1.0,0.0003
983,25,-1.0,0.0003
984,8,1.0,0.0003
985,23,1.0,0.0003
986,8,1.0,0.0003
987,25,-1.0,0.0003
988,7,1.0,0.0003
989,20,1.0,0.0003
990,7,1.0,0.0003
991,23,-1.0,0.0003
992,10,1.0,0.0003
993,17,1.0,0.0003
994,15,1.0,0.0003
995,20,1.0,0.0003
996,9,1.0,0.0003
997,22,1.0,0.0003
998,7,1.0,0.0003
999,25,-1.0,0.0003
1000,12,1.0,0.0003
1001,22,1.0,0.0003
1002,7,1.0,0.0003
1003,22,1.0,0.0003
1004,11,1.0,0.0003
1005,23,1.0,0.0003
1006,8,1.0,0.0003
1007,22,1.0,0.0003
1008,7,1.0,0.0003
1009,24,1.0,0.0003
1010,13,1.0,0.0003
1011,23,1.0,0.0003
1012,7,1.0,0.0003
1013,23,1.0,0.0003
1014,7,1.0,0.0003
1015,19,1.0,0.0003
1016,7,1.0,0.0003
1017,25,-1.0,0.0003
1018,9,1.0,0.0003
1019,25,-1.0,0.0003
1020,7,1.0,0.0003
1021,22,1.0,0.0003
1022,7,1.0,0.0003
1023,19,1.0,0.0003
1024,7,1.0,0.0003
1025,24,1.0,0.0003
1026,9,1.0,0.0003
1027,22,1.0,0.0003
1028,23,1.0,0.0003
1029,22,1.0,0.0003
1030,7,1.0,0.0003
1031,21,1.0,0.0003
1032,10,1.0,0.0003
1033,23,1.0,0.0003
1034,7,1.0,0.0003
1035,24,-1.0,0.0003
1036,8,1.0,0.0003
1037,24,1.0,0.0003
1038,7,1.0,0.0003
1039,25,-1.0,0.0003
1040,8,1.0,0.0003
1041,24,-1.0,0.0003
1042,7,1.0,0.0003
1043,19,1.0,0.0003
1044,17,1.0,0.0003
1045,23,1.0,0.0003
1046,8,1.0,0.0003
1047,20,1.0,0.0003
1048,7,1.0,0.0003
1049,18,1.0,0.0003
1050,7,1.0,0.0003
1051,23,1.0,0.0003
1052,9,1.0,0.0003
1053,24,1.0,0.0003
1054,7,1.0,0.0003
1055,25,-1.0,0.0003
1056,7,1.0,0.0003
1057,24,1.0,0.0003
