episode,episode_length,episode_reward,learning_rate
258,22,1.0,0.0003
259,19,1.0,0.0003
260,22,1.0,0.0003
261,21,-1.0,0.0003
262,20,-1.0,0.0003
263,23,-1.0,0.0003
264,16,1.0,0.0003
265,22,1.0,0.0003
266,18,1.0,0.0003
267,24,1.0,0.0003
268,22,1.0,0.0003
269,22,-1.0,0.0003
270,16,-1.0,0.0003
271,20,1.0,0.0003
272,11,1.0,0.0003
273,24,-1.0,0.0003
274,19,-1.0,0.0003
275,23,-1.0,0.0003
276,18,1.0,0.0003
277,23,1.0,0.0003
278,21,1.0,0.0003
279,20,-1.0,0.0003
280,24,-1.0,0.0003
281,23,-1.0,0.0003
282,21,1.0,0.0003
283,25,-1.0,0.0003
284,21,-1.0,0.0003
285,21,-1.0,0.0003
286,21,-1.0,0.0003
287,23,-1.0,0.0003
288,22,1.0,0.0003
289,24,-1.0,0.0003
290,22,-1.0,0.0003
291,22,-1.0,0.0003
292,20,1.0,0.0003
293,21,-1.0,0.0003
294,24,-1.0,0.0003
295,21,1.0,0.0003
296,21,-1.0,0.0003
297,20,1.0,0.0003
298,17,1.0,0.0003
299,24,-1.0,0.0003
300,20,-1.0,0.0003
301,23,-1.0,0.0003
302,22,-1.0,0.0003
303,23,-1.0,0.0003
304,20,-1.0,0.0003
305,24,-1.0,0.0003
306,14,-1.0,0.0003
307,24,1.0,0.0003
308,21,1.0,0.0003
309,17,1.0,0.0003
310,21,1.0,0.0003
311,13,1.0,0.0003
312,12,1.0,0.0003
313,25,-1.0,0.0003
314,22,1.0,0.0003
315,20,1.0,0.0003
316,18,1.0,0.0003
317,24,-1.0,0.0003
318,17,-1.0,0.0003
319,18,1.0,0.0003
320,19,1.0,0.0003
321,24,1.0,0.0003
322,14,-1.0,0.0003
323,19,-1.0,0.0003
324,15,-1.0,0.0003
325,25,-1.0,0.0003
326,19,1.0,0.0003
327,18,-1.0,0.0003
328,20,1.0,0.0003
329,23,1.0,0.0003
330,19,1.0,0.0003
331,24,1.0,0.0003
332,20,1.0,0.0003
333,22,1.0,0.0003
334,19,1.0,0.0003
335,24,1.0,0.0003
336,24,-1.0,0.0003
337,25,-1.0,0.0003
338,16,1.0,0.0003
339,23,-1.0,0.0003
340,16,1.0,0.0003
341,22,1.0,0.0003
342,20,-1.0,0.0003
343,23,-1.0,0.0003
344,15,1.0,0.0003
345,24,1.0,0.0003
346,24,-1.0,0.0003
347,23,1.0,0.0003
348,19,-1.0,0.0003
349,18,1.0,0.0003
350,24,1.0,0.0003
351,19,-1.0,0.0003
352,24,-1.0,0.0003
353,21,1.0,0.0003
354,22,-1.0,0.0003
355,24,-1.0,0.0003
356,24,1.0,0.0003
357,22,-1.0,0.0003
358,20,1.0,0.0003
359,21,1.0,0.0003
360,25,1.0,0.0003
361,16,1.0,0.0003
362,14,1.0,0.0003
363,21,1.0,0.0003
364,20,1.0,0.0003
365,22,1.0,0.0003
366,16,1.0,0.0003
367,25,-1.0,0.0003
368,14,-1.0,0.0003
369,25,-1.0,0.0003
370,15,1.0,0.0003
371,23,1.0,0.0003
372,17,-1.0,0.0003
373,21,-1.0,0.0003
374,15,1.0,0.0003
375,18,-1.0,0.0003
376,17,1.0,0.0003
377,18,1.0,0.0003
378,23,1.0,0.0003
379,14,-1.0,0.0003
380,25,1.0,0.0003
381,24,-1.0,0.0003
382,24,1.0,0.0003
383,23,-1.0,0.0003
384,21,-1.0,0.0003
385,24,1.0,0.0003
386,18,1.0,0.0003
387,21,-1.0,0.0003
388,21,-1.0,0.0003
389,19,-1.0,0.0003
390,16,-1.0,0.0003
391,18,-1.0,0.0003
392,25,1.0,0.0003
393,25,-1.0,0.0003
394,18,1.0,0.0003
395,18,1.0,0.0003
396,17,1.0,0.0003
397,13,-1.0,0.0003
398,16,1.0,0.0003
399,22,1.0,0.0003
400,19,1.0,0.0003
401,21,1.0,0.0003
402,13,-1.0,0.0003
403,25,-1.0,0.0003
404,13,1.0,0.0003
405,23,-1.0,0.0003
406,18,1.0,0.0003
407,15,1.0,0.0003
408,19,-1.0,0.0003
409,22,1.0,0.0003
410,22,1.0,0.0003
411,23,-1.0,0.0003
412,21,1.0,0.0003
413,23,1.0,0.0003
414,13,-1.0,0.0003
415,25,-1.0,0.0003
416,17,-1.0,0.0003
417,18,1.0,0.0003
418,21,-1.0,0.0003
419,23,-1.0,0.0003
420,25,1.0,0.0003
421,22,1.0,0.0003
422,20,1.0,0.0003
423,22,-1.0,0.0003
424,11,1.0,0.0003
425,21,1.0,0.0003
426,19,-1.0,0.0003
427,23,1.0,0.0003
428,24,1.0,0.0003
429,22,-1.0,0.0003
430,22,1.0,0.0003
431,24,1.0,0.0003
432,14,1.0,0.0003
433,24,1.0,0.0003
434,13,-1.0,0.0003
435,24,-1.0,0.0003
436,22,1.0,0.0003
437,18,-1.0,0.0003
438,23,-1.0,0.0003
439,20,1.0,0.0003
440,21,-1.0,0.0003
441,22,1.0,0.0003
442,18,1.0,0.0003
443,24,-1.0,0.0003
444,19,1.0,0.0003
445,23,-1.0,0.0003
446,21,-1.0,0.0003
447,22,-1.0,0.0003
448,19,-1.0,0.0003
449,21,-1.0,0.0003
450,21,1.0,0.0003
451,19,1.0,0.0003
452,12,-1.0,0.0003
453,23,1.0,0.0003
454,17,-1.0,0.0003
455,24,-1.0,0.0003
456,18,1.0,0.0003
457,18,1.0,0.0003
458,23,-1.0,0.0003
459,25,-1.0,0.0003
460,15,1.0,0.0003
461,20,1.0,0.0003
462,16,-1.0,0.0003
463,24,-1.0,0.0003
464,21,1.0,0.0003
465,22,1.0,0.0003
466,21,-1.0,0.0003
467,21,-1.0,0.0003
468,19,-1.0,0.0003
469,24,-1.0,0.0003
470,20,-1.0,0.0003
471,22,-1.0,0.0003
472,12,1.0,0.0003
473,21,-1.0,0.0003
474,16,-1.0,0.0003
475,22,-1.0,0.0003
476,19,1.0,0.0003
477,20,-1.0,0.0003
478,17,1.0,0.0003
479,20,1.0,0.0003
480,13,1.0,0.0003
481,21,-1.0,0.0003
482,14,1.0,0.0003
483,23,-1.0,0.0003
484,22,1.0,0.0003
485,23,-1.0,0.0003
486,13,1.0,0.0003
487,24,1.0,0.0003
488,23,-1.0,0.0003
489,22,1.0,0.0003
490,24,-1.0,0.0003
491,24,-1.0,0.0003
492,13,1.0,0.0003
493,24,1.0,0.0003
494,15,1.0,0.0003
495,24,1.0,0.0003
496,20,1.0,0.0003
497,18,-1.0,0.0003
498,21,1.0,0.0003
499,25,-1.0,0.0003
500,20,-1.0,0.0003
501,24,1.0,0.0003
502,21,-1.0,0.0003
503,24,1.0,0.0003
504,25,1.0,0.0003
505,21,1.0,0.0003
506,20,1.0,0.0003
507,23,-1.0,0.0003
508,24,1.0,0.0003
509,24,-1.0,0.0003
510,18,1.0,0.0003
511,22,-1.0,0.0003
512,25,1.0,0.0003
513,20,1.0,0.0003
514,14,1.0,0.0003
515,23,-1.0,0.0003
516,21,-1.0,0.0003
517,21,1.0,0.0003
518,20,-1.0,0.0003
519,21,1.0,0.0003
520,22,-1.0,0.0003
521,21,1.0,0.0003
522,18,1.0,0.0003
523,23,1.0,0.0003
524,17,1.0,0.0003
525,18,-1.0,0.0003
526,24,1.0,0.0003
527,25,-1.0,0.0003
528,12,1.0,0.0003
529,21,-1.0,0.0003
530,17,1.0,0.0003
531,25,-1.0,0.0003
532,24,1.0,0.0003
533,18,1.0,0.0003
534,16,-1.0,0.0003
535,19,1.0,0.0003
536,14,1.0,0.0003
537,20,1.0,0.0003
538,18,1.0,0.0003
539,23,-1.0,0.0003
540,18,-1.0,0.0003
541,24,-1.0,0.0003
542,21,-1.0,0.0003
543,24,-1.0,0.0003
544,16,1.0,0.0003
545,24,-1.0,0.0003
546,21,1.0,0.0003
547,22,1.0,0.0003
548,24,-1.0,0.0003
549,25,-1.0,0.0003
550,22,-1.0,0.0003
551,21,1.0,0.0003
552,25,1.0,0.0003
553,18,-1.0,0.0003
554,16,1.0,0.0003
555,21,1.0,0.0003
556,18,1.0,0.0003
557,23,-1.0,0.0003
558,17,-1.0,0.0003
559,22,1.0,0.0003
560,20,1.0,0.0003
561,25,-1.0,0.0003
562,19,1.0,0.0003
563,24,1.0,0.0003
564,20,1.0,0.0003
565,17,1.0,0.0003
566,17,1.0,0.0003
567,24,-1.0,0.0003
568,16,1.0,0.0003
569,24,-1.0,0.0003
570,17,-1.0,0.0003
571,18,1.0,0.0003
572,25,1.0,0.0003
573,19,1.0,0.0003
574,16,1.0,0.0003
575,20,1.0,0.0003
576,23,-1.0,0.0003
577,24,1.0,0.0003
578,20,1.0,0.0003
579,24,1.0,0.0003
580,17,1.0,0.0003
581,23,-1.0,0.0003
582,22,1.0,0.0003
583,24,-1.0,0.0003
584,20,-1.0,0.0003
585,21,1.0,0.0003
586,16,-1.0,0.0003
587,20,1.0,0.0003
588,25,1.0,0.0003
589,21,1.0,0.0003
590,25,1.0,0.0003
591,23,-1.0,0.0003
592,19,1.0,0.0003
593,24,1.0,0.0003
594,9,-1.0,0.0003
595,24,1.0,0.0003
596,23,1.0,0.0003
597,25,-1.0,0.0003
598,21,1.0,0.0003
599,16,-1.0,0.0003
600,11,1.0,0.0003
601,25,-1.0,0.0003
602,15,1.0,0.0003
603,25,-1.0,0.0003
604,18,1.0,0.0003
605,24,1.0,0.0003
606,24,-1.0,0.0003
607,18,1.0,0.0003
608,25,1.0,0.0003
609,17,1.0,0.0003
610,21,1.0,0.0003
611,24,1.0,0.0003
612,25,1.0,0.0003
613,20,-1.0,0.0003
614,23,1.0,0.0003
615,23,-1.0,0.0003
616,24,1.0,0.0003
617,25,-1.0,0.0003
618,13,1.0,0.0003
619,24,1.0,0.0003
620,17,1.0,0.0003
621,23,-1.0,0.0003
622,17,1.0,0.0003
623,25,-1.0,0.0003
624,18,1.0,0.0003
625,25,-1.0,0.0003
626,24,1.0,0.0003
627,25,-1.0,0.0003
628,14,1.0,0.0003
629,19,-1.0,0.0003
630,11,1.0,0.0003
631,24,1.0,0.0003
632,23,-1.0,0.0003
633,19,-1.0,0.0003
634,21,-1.0,0.0003
635,23,-1.0,0.0003
636,23,1.0,0.0003
637,22,-1.0,0.0003
638,21,-1.0,0.0003
639,21,-1.0,0.0003
640,23,1.0,0.0003
641,22,-1.0,0.0003
642,25,1.0,0.0003
643,21,-1.0,0.0003
644,21,-1.0,0.0003
645,24,1.0,0.0003
646,23,1.0,0.0003
647,20,1.0,0.0003
648,17,1.0,0.0003
649,24,-1.0,0.0003
650,16,1.0,0.0003
651,23,1.0,0.0003
652,22,-1.0,0.0003
653,23,-1.0,0.0003
654,24,-1.0,0.0003
655,22,1.0,0.0003
656,22,1.0,0.0003
657,19,-1.0,0.0003
658,24,-1.0,0.0003
659,25,-1.0,0.0003
660,19,1.0,0.0003
661,23,-1.0,0.0003
662,17,-1.0,0.0003
663,25,-1.0,0.0003
664,22,1.0,0.0003
665,21,1.0,0.0003
666,21,1.0,0.0003
667,24,1.0,0.0003
668,17,1.0,0.0003
669,25,-1.0,0.0003
670,20,1.0,0.0003
671,23,1.0,0.0003
672,16,1.0,0.0003
673,17,-1.0,0.0003
674,22,-1.0,0.0003
675,25,-1.0,0.0003
676,17,1.0,0.0003
677,24,-1.0,0.0003
678,20,1.0,0.0003
679,24,-1.0,0.0003
680,25,1.0,0.0003
681,24,-1.0,0.0003
682,24,-1.0,0.0003
683,16,-1.0,0.0003
684,21,1.0,0.0003
685,24,-1.0,0.0003
686,25,1.0,0.0003
687,25,-1.0,0.0003
688,18,1.0,0.0003
689,20,1.0,0.0003
690,19,-1.0,0.0003
691,23,1.0,0.0003
692,22,1.0,0.0003
693,25,-1.0,0.0003
694,19,-1.0,0.0003
695,21,-1.0,0.0003
696,17,1.0,0.0003
697,23,1.0,0.0003
698,24,1.0,0.0003
699,21,-1.0,0.0003
700,22,-1.0,0.0003
701,23,1.0,0.0003
702,24,-1.0,0.0003
703,23,1.0,0.0003
704,23,1.0,0.0003
705,14,-1.0,0.0003
706,17,1.0,0.0003
707,22,-1.0,0.0003
708,20,-1.0,0.0003
709,24,-1.0,0.0003
710,20,1.0,0.0003
711,23,-1.0,0.0003
712,20,1.0,0.0003
713,22,-1.0,0.0003
714,22,-1.0,0.0003
715,23,1.0,0.0003
716,24,1.0,0.0003
717,22,1.0,0.0003
718,17,1.0,0.0003
719,22,-1.0,0.0003
720,14,1.0,0.0003
721,25,-1.0,0.0003
722,18,-1.0,0.0003
723,13,1.0,0.0003
724,23,-1.0,0.0003
725,22,-1.0,0.0003
726,16,1.0,0.0003
727,24,1.0,0.0003
728,13,1.0,0.0003
729,23,1.0,0.0003
730,21,1.0,0.0003
731,23,1.0,0.0003
732,16,-1.0,0.0003
733,20,1.0,0.0003
734,25,1.0,0.0003
735,25,-1.0,0.0003
736,22,-1.0,0.0003
737,22,1.0,0.0003
738,18,1.0,0.0003
739,24,1.0,0.0003
740,20,-1.0,0.0003
741,22,-1.0,0.0003
742,17,1.0,0.0003
743,22,-1.0,0.0003
744,21,-1.0,0.0003
745,23,1.0,0.0003
746,23,1.0,0.0003
747,23,1.0,0.0003
748,13,1.0,0.0003
749,24,-1.0,0.0003
750,21,-1.0,0.0003
751,25,-1.0,0.0003
752,12,1.0,0.0003
753,24,-1.0,0.0003
754,9,-1.0,0.0003
755,16,1.0,0.0003
756,16,-1.0,0.0003
757,23,1.0,0.0003
758,20,-1.0,0.0003
759,20,1.0,0.0003
760,22,1.0,0.0003
761,23,-1.0,0.0003
762,11,1.0,0.0003
763,23,-1.0,0.0003
764,24,-1.0,0.0003
765,16,1.0,0.0003
766,22,-1.0,0.0003
767,20,-1.0,0.0003
768,25,1.0,0.0003
769,22,-1.0,0.0003
770,24,1.0,0.0003
771,24,1.0,0.0003
772,20,-1.0,0.0003
773,24,1.0,0.0003
774,18,1.0,0.0003
775,23,1.0,0.0003
776,22,-1.0,0.0003
777,23,1.0,0.0003
778,11,1.0,0.0003
779,21,1.0,0.0003
780,23,-1.0,0.0003
781,23,1.0,0.0003
782,23,1.0,0.0003
783,21,1.0,0.0003
784,24,-1.0,0.0003
785,20,-1.0,0.0003
786,16,1.0,0.0003
787,24,1.0,0.0003
788,18,1.0,0.0003
789,18,1.0,0.0003
790,19,1.0,0.0003
791,21,1.0,0.0003
792,21,-1.0,0.0003
793,21,-1.0,0.0003
794,21,1.0,0.0003
795,23,-1.0,0.0003
796,21,-1.0,0.0003
797,25,-1.0,0.0003
798,21,1.0,0.0003
799,25,-1.0,0.0003
800,13,1.0,0.0003
801,24,1.0,0.0003
802,15,1.0,0.0003
803,23,-1.0,0.0003
804,13,1.0,0.0003
805,21,-1.0,0.0003
806,16,1.0,0.0003
807,23,1.0,0.0003
808,16,1.0,0.0003
809,23,-1.0,0.0003
810,24,-1.0,0.0003
811,21,1.0,0.0003
812,23,1.0,0.0003
813,20,1.0,0.0003
814,19,1.0,0.0003
815,22,1.0,0.0003
816,14,1.0,0.0003
817,22,1.0,0.0003
818,22,1.0,0.0003
819,16,-1.0,0.0003
820,13,1.0,0.0003
821,19,-1.0,0.0003
822,16,1.0,0.0003
823,24,-1.0,0.0003
824,19,1.0,0.0003
825,18,1.0,0.0003
826,25,1.0,0.0003
827,24,-1.0,0.0003
828,23,-1.0,0.0003
829,19,-1.0,0.0003
830,25,1.0,0.0003
831,23,-1.0,0.0003
832,24,1.0,0.0003
833,17,-1.0,0.0003
834,22,1.0,0.0003
835,24,-1.0,0.0003
836,20,-1.0,0.0003
837,23,1.0,0.0003
838,25,1.0,0.0003
839,24,1.0,0.0003
840,15,1.0,0.0003
841,24,-1.0,0.0003
842,20,1.0,0.0003
843,23,1.0,0.0003
844,23,1.0,0.0003
845,25,-1.0,0.0003
846,21,1.0,0.0003
847,19,1.0,0.0003
848,23,1.0,0.0003
849,18,1.0,0.0003
850,18,1.0,0.0003
851,21,-1.0,0.0003
852,18,-1.0,0.0003
853,24,-1.0,0.0003
854,25,1.0,0.0003
855,21,1.0,0.0003
856,20,1.0,0.0003
857,23,1.0,0.0003
858,12,1.0,0.0003
859,18,-1.0,0.0003
860,21,-1.0,0.0003
861,20,-1.0,0.0003
862,23,-1.0,0.0003
863,24,-1.0,0.0003
864,18,1.0,0.0003
865,21,-1.0,0.0003
866,11,-1.0,0.0003
867,23,1.0,0.0003
868,18,1.0,0.0003
869,22,-1.0,0.0003
870,21,1.0,0.0003
871,21,-1.0,0.0003
872,24,-1.0,0.0003
873,25,-1.0,0.0003
874,23,-1.0,0.0003
875,21,1.0,0.0003
876,19,1.0,0.0003
877,24,1.0,0.0003
878,10,-1.0,0.0003
879,24,1.0,0.0003
880,16,1.0,0.0003
881,22,1.0,0.0003
882,20,1.0,0.0003
883,24,-1.0,0.0003
884,21,-1.0,0.0003
885,19,-1.0,0.0003
886,20,-1.0,0.0003
887,20,1.0,0.0003
888,24,1.0,0.0003
889,21,-1.0,0.0003
890,24,1.0,0.0003
891,25,-1.0,0.0003
892,25,1.0,0.0003
893,21,1.0,0.0003
894,24,1.0,0.0003
895,21,-1.0,0.0003
896,21,1.0,0.0003
897,25,-1.0,0.0003
898,21,-1.0,0.0003
899,25,-1.0,0.0003
900,18,1.0,0.0003
901,21,1.0,0.0003
902,14,1.0,0.0003
903,25,-1.0,0.0003
904,25,1.0,0.0003
905,24,1.0,0.0003
906,22,-1.0,0.0003
907,25,-1.0,0.0003
908,15,1.0,0.0003
909,24,-1.0,0.0003
910,21,-1.0,0.0003
911,21,1.0,0.0003
912,18,-1.0,0.0003
913,21,1.0,0.0003
914,20,1.0,0.0003
915,23,-1.0,0.0003
916,20,-1.0,0.0003
917,24,1.0,0.0003
918,22,-1.0,0.0003
919,22,-1.0,0.0003
920,23,1.0,0.0003
921,24,1.0,0.0003
922,16,1.0,0.0003
923,23,-1.0,0.0003
924,12,1.0,0.0003
925,25,-1.0,0.0003
926,15,1.0,0.0003
927,22,-1.0,0.0003
928,21,1.0,0.0003
929,22,-1.0,0.0003
930,20,1.0,0.0003
931,24,1.0,0.0003
932,17,-1.0,0.0003
933,23,1.0,0.0003
934,7,1.0,0.0003
935,23,1.0,0.0003
936,25,1.0,0.0003
937,23,-1.0,0.0003
938,20,1.0,0.0003
939,25,-1.0,0.0003
940,24,-1.0,0.0003
941,23,1.0,0.0003
942,12,1.0,0.0003
943,21,1.0,0.0003
944,19,1.0,0.0003
945,20,-1.0,0.0003
946,15,-1.0,0.0003
947,23,-1.0,0.0003
948,21,1.0,0.0003
949,20,-1.0,0.0003
950,24,1.0,0.0003
951,19,1.0,0.0003
952,12,1.0,0.0003
953,24,-1.0,0.0003
954,18,1.0,0.0003
955,25,-1.0,0.0003
956,21,-1.0,0.0003
957,24,-1.0,0.0003
958,11,1.0,0.0003
959,15,1.0,0.0003
960,18,-1.0,0.0003
961,21,1.0,0.0003
962,15,1.0,0.0003
963,17,-1.0,0.0003
964,24,1.0,0.0003
965,24,-1.0,0.0003
966,14,1.0,0.0003
967,25,-1.0,0.0003
968,19,-1.0,0.0003
969,25,-1.0,0.0003
970,23,1.0,0.0003
971,25,-1.0,0.0003
972,23,-1.0,0.0003
973,24,-1.0,0.0003
974,20,-1.0,0.0003
975,23,1.0,0.0003
976,24,1.0,0.0003
977,25,-1.0,0.0003
978,19,1.0,0.0003
979,21,-1.0,0.0003
980,23,1.0,0.0003
981,21,1.0,0.0003
982,20,1.0,0.0003
983,24,1.0,0.0003
984,10,1.0,0.0003
985,20,1.0,0.0003
986,13,1.0,0.0003
987,24,1.0,0.0003
988,11,1.0,0.0003
989,17,1.0,0.0003
990,17,-1.0,0.0003
991,23,-1.0,0.0003
992,17,1.0,0.0003
